Surname  	Approx Number  	% Frequency  	Rank
SLACK	9,948 	0.004	3139
PARADIS	9,948 	0.004	3140
PACKARD	9,948 	0.004	3141
MULL	9,948 	0.004	3142
LUCE	9,948 	0.004	3143
HOUGHTON	9,948 	0.004	3144
GANTT	9,948 	0.004	3145
FURMAN	9,948 	0.004	3146
DANNER	9,948 	0.004	3147
CHRISTIANSON	9,948 	0.004	3148
BURGE	9,948 	0.004	3149
BRODERICK	9,948 	0.004	3150
ASHFORD	9,948 	0.004	3151
ARNDT	9,948 	0.004	3152
ALMEIDA	9,948 	0.004	3153
STALLWORTH	9,948 	0.004	3154
SHADE	9,948 	0.004	3155
SEARCY	9,948 	0.004	3156
SAGER	9,948 	0.004	3157
NOONAN	9,948 	0.004	3158
MCLEMORE	9,948 	0.004	3159
MCINTIRE	9,948 	0.004	3160
MAXEY	9,948 	0.004	3161
LAVIGNE	9,948 	0.004	3162
JOBE	9,948 	0.004	3163
IRELAND	9,948 	0.004	3164
FERRER	9,948 	0.004	3165
FALK	9,948 	0.004	3166
EDGAR	9,948 	0.004	3167
COFFIN	9,948 	0.004	3168
BYRNES	9,948 	0.004	3169
ARANDA	9,948 	0.004	3170
APODACA	9,948 	0.004	3171
STAMPS	9,948 	0.004	3172
ROUNDS	9,948 	0.004	3173
PEEK	9,948 	0.004	3174
OLMSTEAD	9,948 	0.004	3175
LEWANDOWSKI	9,948 	0.004	3176
KAMINSKI	9,948 	0.004	3177
HER	9,948 	0.004	3178
DUNAWAY	9,948 	0.004	3179
BRUNS	9,948 	0.004	3180
BRACKETT	9,948 	0.004	3181
AMATO	9,948 	0.004	3182
REICH	9,948 	0.004	3183
MCCLUNG	9,948 	0.004	3184
LACROIX	9,948 	0.004	3185
KOONTZ	9,948 	0.004	3186
HERRICK	9,948 	0.004	3187
HARDESTY	9,948 	0.004	3188
FLANDERS	9,948 	0.004	3189
COUSINS	9,948 	0.004	3190
CLOSE	9,948 	0.004	3191
CATO	9,948 	0.004	3192
CADE	9,948 	0.004	3193
VICKERY	9,948 	0.004	3194
SHANK	9,948 	0.004	3195
NAGEL	9,948 	0.004	3196
DUPUIS	9,948 	0.004	3197
CROTEAU	9,948 	0.004	3198
COTTER	9,948 	0.004	3199
CABLE	9,948 	0.004	3200
STUCKEY	9,948 	0.004	3201
STINE	9,948 	0.004	3202
PORTERFIELD	9,948 	0.004	3203
PAULEY	9,948 	0.004	3204
NYE	9,948 	0.004	3205
MOFFITT	9,948 	0.004	3206
LU	9,948 	0.004	3207
KNUDSEN	9,948 	0.004	3208
HARDWICK	9,948 	0.004	3209
GOFORTH	9,948 	0.004	3210
DUPONT	9,948 	0.004	3211
BLUNT	9,948 	0.004	3212
BARROWS	9,948 	0.004	3213
BARNHILL	9,948 	0.004	3214
SHULL	9,948 	0.004	3215
RASH	9,948 	0.004	3216
RALPH	9,948 	0.004	3217
PENNY	9,948 	0.004	3218
LORENZO	9,948 	0.004	3219
LOFTIS	9,948 	0.004	3220
LEMAY	9,948 	0.004	3221
KITCHENS	9,948 	0.004	3222
HORVATH	9,948 	0.004	3223
GRENIER	9,948 	0.004	3224
FUCHS	9,948 	0.004	3225
FAIRBANKS	9,948 	0.004	3226
CULBERTSON	9,948 	0.004	3227
CALKINS	9,948 	0.004	3228
BURNSIDE	9,948 	0.004	3229
BEATTIE	9,948 	0.004	3230
ASHWORTH	9,948 	0.004	3231
ALBERTSON	9,948 	0.004	3232
WERTZ	9,948 	0.004	3233
VO	9,948 	0.004	3234
VAUGHT	9,948 	0.004	3235
VALLEJO	9,948 	0.004	3236
TYREE	9,948 	0.004	3237
TURK	9,948 	0.004	3238
TUCK	9,948 	0.004	3239
TIJERINA	9,948 	0.004	3240
SAGE	9,948 	0.004	3241
PICARD	9,948 	0.004	3242
PETERMAN	9,948 	0.004	3243
OTIS	9,948 	0.004	3244
MARROQUIN	9,948 	0.004	3245
MARR	9,948 	0.004	3246
LANTZ	9,948 	0.004	3247
HOANG	9,948 	0.004	3248
DEMARCO	9,948 	0.004	3249
DAILY	9,948 	0.004	3250
CONE	9,948 	0.004	3251
BERUBE	9,948 	0.004	3252
BARNETTE	9,948 	0.004	3253
WHARTON	9,948 	0.004	3254
STINNETT	9,948 	0.004	3255
SLOCUM	9,948 	0.004	3256
SCANLON	9,948 	0.004	3257
SANDER	9,948 	0.004	3258
PINTO	9,948 	0.004	3259
MANCUSO	9,948 	0.004	3260
LIMA	9,948 	0.004	3261
JUDGE	9,948 	0.004	3262
HEADLEY	9,948 	0.004	3263
EPSTEIN	9,948 	0.004	3264
COUNTS	9,948 	0.004	3265
CLARKSON	9,948 	0.004	3266
CARNAHAN	9,948 	0.004	3267
BRICE	9,948 	0.004	3268
BOREN	9,948 	0.004	3269
ARTEAGA	9,948 	0.004	3270
ADAME	9,948 	0.004	3271
ZOOK	9,948 	0.004	3272
WHITTLE	9,948 	0.004	3273
WHITEHURST	9,948 	0.004	3274
WENZEL	9,948 	0.004	3275
SAXTON	9,948 	0.004	3276
RHEA	9,948 	0.004	3277
REDDICK	9,948 	0.004	3278
PUENTE	9,948 	0.004	3279
HAZEL	9,948 	0.004	3280
HANDLEY	9,948 	0.004	3281
HAGGERTY	9,948 	0.004	3282
EARLEY	9,948 	0.004	3283
DEVLIN	9,948 	0.004	3284
DALLAS	9,948 	0.004	3285
CHAFFIN	9,948 	0.004	3286
CADY	9,948 	0.004	3287
AHMED	9,948 	0.004	3288
ACUNA	9,948 	0.004	3289
SOLANO	9,948 	0.004	3290
SIGLER	9,948 	0.004	3291
POLLACK	9,948 	0.004	3292
PENDERGRASS	9,948 	0.004	3293
OSTRANDER	9,948 	0.004	3294
JANES	9,948 	0.004	3295
FRANCOIS	9,948 	0.004	3296
FINE	9,948 	0.004	3297
CRUTCHFIELD	9,948 	0.004	3298
CORDELL	9,948 	0.004	3299
CHAMBERLIN	9,948 	0.004	3300
BRUBAKER	9,948 	0.004	3301
BAPTISTE	9,948 	0.004	3302
WILLSON	9,948 	0.004	3303
REIS	9,948 	0.004	3304
NEELEY	9,948 	0.004	3305
MULLIN	9,948 	0.004	3306
MERCIER	9,948 	0.004	3307
LIRA	9,948 	0.004	3308
LAYMAN	9,948 	0.004	3309
KEELING	9,948 	0.004	3310
HIGDON	9,948 	0.004	3311
GUEST	9,948 	0.004	3312
FORRESTER	9,948 	0.004	3313
ESPINAL	9,948 	0.004	3314
DION	9,948 	0.004	3315
CHAPIN	9,948 	0.004	3316
CARL	9,948 	0.004	3317
WARFIELD	9,948 	0.004	3318
TOLEDO	9,948 	0.004	3319
PULIDO	9,948 	0.004	3320
PEEBLES	9,948 	0.004	3321
NAGY	9,948 	0.004	3322
MONTAGUE	9,948 	0.004	3323
MELLO	9,948 	0.004	3324
LEAR	9,948 	0.004	3325
JAEGER	9,948 	0.004	3326
HOGG	9,948 	0.004	3327
GRAFF	9,948 	0.004	3328
FURR	9,948 	0.004	3329
DERRICK	9,948 	0.004	3330
CAVE	9,948 	0.004	3331
CANADA	9,948 	0.004	3332
SOLIZ	9,948 	0.004	3333
POORE	9,948 	0.004	3334
MENDENHALL	9,948 	0.004	3335
MCLAURIN	9,948 	0.004	3336
MAESTAS	9,948 	0.004	3337
LOW	9,948 	0.004	3338
GABLE	9,948 	0.004	3339
BELT	9,948 	0.004	3340
BARRAZA	9,948 	0.004	3341
TILLERY	9,948 	0.004	3342
SNEAD	9,948 	0.004	3343
POND	9,948 	0.004	3344
NEILL	9,948 	0.004	3345
MCCULLOCH	9,948 	0.004	3346
MCCORKLE	9,948 	0.004	3347
LIGHTFOOT	9,948 	0.004	3348
HUTCHINGS	9,948 	0.004	3349
HOLLOMAN	9,948 	0.004	3350
HARNESS	9,948 	0.004	3351
DORN	9,948 	0.004	3352
COUNCIL	9,948 	0.004	3353
BOCK	9,948 	0.004	3354
ZIELINSKI	9,948 	0.004	3355
TURLEY	9,948 	0.004	3356
TREADWELL	9,948 	0.004	3357
STPIERRE	9,948 	0.004	3358
STARLING	9,948 	0.004	3359
SOMERS	9,948 	0.004	3360
OSWALD	9,948 	0.004	3361
MERRICK	9,948 	0.004	3362
MARQUIS	9,948 	0.004	3363
IVORY	9,948 	0.004	3364
EASTERLING	9,948 	0.004	3365
BIVENS	9,948 	0.004	3366
TRUITT	9,948 	0.004	3367
POSTON	9,948 	0.004	3368
PARRY	9,948 	0.004	3369
ONTIVEROS	9,948 	0.004	3370
OLIVAREZ	9,948 	0.004	3371
NEVILLE	9,948 	0.004	3372
MOREAU	9,948 	0.004	3373
MEDLIN	9,948 	0.004	3374
MA	9,948 	0.004	3375
LENZ	9,948 	0.004	3376
KNOWLTON	9,948 	0.004	3377
FAIRLEY	9,948 	0.004	3378
COBBS	9,948 	0.004	3379
CHISOLM	9,948 	0.004	3380
BANNISTER	9,948 	0.004	3381
WOODWORTH	9,948 	0.004	3382
TOLER	9,948 	0.004	3383
OCASIO	9,948 	0.004	3384
NORIEGA	9,948 	0.004	3385
NEUMAN	9,948 	0.004	3386
MOYE	9,948 	0.004	3387
MILBURN	9,948 	0.004	3388
MCCLANAHAN	9,948 	0.004	3389
LILLEY	9,948 	0.004	3390
HANES	9,948 	0.004	3391
FLANNERY	9,948 	0.004	3392
DELLINGER	9,948 	0.004	3393
DANIELSON	9,948 	0.004	3394
CONTI	9,948 	0.004	3395
BLODGETT	9,948 	0.004	3396
BEERS	9,948 	0.004	3397
WEATHERFORD	9,948 	0.004	3398
STRAIN	9,948 	0.004	3399
KARR	9,948 	0.004	3400
HITT	9,948 	0.004	3401
DENHAM	9,948 	0.004	3402
CUSTER	9,948 	0.004	3403
COBLE	9,948 	0.004	3404
CLOUGH	9,948 	0.004	3405
CASTEEL	9,948 	0.004	3406
BOLDUC	9,948 	0.004	3407
BATCHELOR	9,948 	0.004	3408
AMMONS	9,948 	0.004	3409
WHITLOW	9,948 	0.004	3410
TIERNEY	9,948 	0.004	3411
STATEN	9,948 	0.004	3412
SIBLEY	9,948 	0.004	3413
SEIFERT	9,948 	0.004	3414
SCHUBERT	9,948 	0.004	3415
SALCEDO	9,948 	0.004	3416
MATTISON	9,948 	0.004	3417
LANEY	9,948 	0.004	3418
HAGGARD	9,948 	0.004	3419
GROOMS	9,948 	0.004	3420
DIX	9,948 	0.004	3421
DEES	9,948 	0.004	3422
CROMER	9,948 	0.004	3423
COOKS	9,948 	0.004	3424
COLSON	9,948 	0.004	3425
CASWELL	9,948 	0.004	3426
ZARATE	9,948 	0.004	3427
SWISHER	9,948 	0.004	3428
STACEY	9,948 	0.004	3429
SHIN	9,948 	0.004	3430
RAGAN	9,948 	0.004	3431
PRIDGEN	9,948 	0.004	3432
MCVEY	9,948 	0.004	3433
MATHENY	9,948 	0.004	3434
LEIGH	9,948 	0.004	3435
LAFLEUR	9,948 	0.004	3436
FRANZ	9,948 	0.004	3437
FERRARO	9,948 	0.004	3438
DUGGER	9,948 	0.004	3439
WHITESIDE	9,948 	0.004	3440
RIGSBY	9,948 	0.004	3441
MCMURRAY	9,948 	0.004	3442
LEHMANN	9,948 	0.004	3443
LARGE	9,948 	0.004	3444
JACOBY	9,948 	0.004	3445
HILDEBRAND	9,948 	0.004	3446
HENDRICK	9,948 	0.004	3447
HEADRICK	9,948 	0.004	3448
GOAD	9,948 	0.004	3449
FINCHER	9,948 	0.004	3450
DRURY	9,948 	0.004	3451
BORGES	9,948 	0.004	3452
ARCHIBALD	9,948 	0.004	3453
ALBERS	9,948 	0.004	3454
WOODCOCK	9,948 	0.004	3455
TRAPP	9,948 	0.004	3456
SOARES	9,948 	0.004	3457
SEATON	9,948 	0.004	3458
RICHIE	9,948 	0.004	3459
MONSON	9,948 	0.004	3460
LUCKETT	9,948 	0.004	3461
LINDBERG	9,948 	0.004	3462
KOPP	9,948 	0.004	3463
KEETON	9,948 	0.004	3464
HSU	9,948 	0.004	3465
HEALEY	9,948 	0.004	3466
GARVEY	9,948 	0.004	3467
GADDY	9,948 	0.004	3468
FAIN	9,948 	0.004	3469
BURCHFIELD	9,948 	0.004	3470
BADGER	9,948 	0.004	3471
WENTWORTH	9,948 	0.004	3472
STRAND	9,948 	0.004	3473
STACK	9,948 	0.004	3474
SPOONER	9,948 	0.004	3475
SAUCIER	9,948 	0.004	3476
SALES	9,948 	0.004	3477
RUBY	9,948 	0.004	3478
RICCI	9,948 	0.004	3479
PLUNKETT	9,948 	0.004	3480
PANNELL	9,948 	0.004	3481
NESS	9,948 	0.004	3482
LEGER	9,948 	0.004	3483
HOY	9,948 	0.004	3484
FREITAS	9,948 	0.004	3485
FONG	9,948 	0.004	3486
ELIZONDO	9,948 	0.004	3487
DUVAL	9,948 	0.004	3488
CHUN	9,948 	0.004	3489
CALVIN	9,948 	0.004	3490
BEAUDOIN	9,948 	0.004	3491
URBINA	9,948 	0.004	3492
STOCK	9,948 	0.004	3493
RICKARD	9,948 	0.004	3494
PARTIN	9,948 	0.004	3495
MOE	9,948 	0.004	3496
MCGREW	9,948 	0.004	3497
MCCLINTOCK	9,948 	0.004	3498
LEDOUX	9,948 	0.004	3499
FORSYTH	9,948 	0.004	3500
FAISON	9,948 	0.004	3501
DEVRIES	9,948 	0.004	3502
BERTRAND	9,948 	0.004	3503
WASSON	7,461 	0.003	3504
TILTON	7,461 	0.003	3505
SCARBROUGH	7,461 	0.003	3506
PRIDE	7,461 	0.003	3507
OH	7,461 	0.003	3508
LEUNG	7,461 	0.003	3509
LARRY	7,461 	0.003	3510
IRVINE	7,461 	0.003	3511
GARBER	7,461 	0.003	3512
DENNING	7,461 	0.003	3513
CORRAL	7,461 	0.003	3514
COLLEY	7,461 	0.003	3515
CASTLEBERRY	7,461 	0.003	3516
BOWLIN	7,461 	0.003	3517
BOGAN	7,461 	0.003	3518
BEALE	7,461 	0.003	3519
BAINES	7,461 	0.003	3520
TRUE	7,461 	0.003	3521
TRICE	7,461 	0.003	3522
RAYBURN	7,461 	0.003	3523
PARKINSON	7,461 	0.003	3524
PAK	7,461 	0.003	3525
NUNES	7,461 	0.003	3526
MCMILLEN	7,461 	0.003	3527
LEAHY	7,461 	0.003	3528
LEA	7,461 	0.003	3529
KIMMEL	7,461 	0.003	3530
HIGGS	7,461 	0.003	3531
FULMER	7,461 	0.003	3532
CARDEN	7,461 	0.003	3533
BEDFORD	7,461 	0.003	3534
TAGGART	7,461 	0.003	3535
SPEARMAN	7,461 	0.003	3536
REGISTER	7,461 	0.003	3537
PRICHARD	7,461 	0.003	3538
MORRILL	7,461 	0.003	3539
KOONCE	7,461 	0.003	3540
HEINZ	7,461 	0.003	3541
HEDGES	7,461 	0.003	3542
GUENTHER	7,461 	0.003	3543
GRICE	7,461 	0.003	3544
FINDLEY	7,461 	0.003	3545
EARLE	7,461 	0.003	3546
DOVER	7,461 	0.003	3547
CREIGHTON	7,461 	0.003	3548
BOOTHE	7,461 	0.003	3549
BAYER	7,461 	0.003	3550
ARREOLA	7,461 	0.003	3551
VITALE	7,461 	0.003	3552
VALLES	7,461 	0.003	3553
SEE	7,461 	0.003	3554
RANEY	7,461 	0.003	3555
PETER	7,461 	0.003	3556
OSGOOD	7,461 	0.003	3557
LOWELL	7,461 	0.003	3558
HANLON	7,461 	0.003	3559
BURLEY	7,461 	0.003	3560
BOUNDS	7,461 	0.003	3561
WORDEN	7,461 	0.003	3562
WEATHERLY	7,461 	0.003	3563
VETTER	7,461 	0.003	3564
TANAKA	7,461 	0.003	3565
STILTNER	7,461 	0.003	3566
SELL	7,461 	0.003	3567
NEVAREZ	7,461 	0.003	3568
MOSBY	7,461 	0.003	3569
MONTERO	7,461 	0.003	3570
MELANCON	7,461 	0.003	3571
HARTER	7,461 	0.003	3572
HAMER	7,461 	0.003	3573
GOBLE	7,461 	0.003	3574
GLADDEN	7,461 	0.003	3575
GIST	7,461 	0.003	3576
GINN	7,461 	0.003	3577
AKIN	7,461 	0.003	3578
ZARAGOZA	7,461 	0.003	3579
TOWNS	7,461 	0.003	3580
TARVER	7,461 	0.003	3581
SAMMONS	7,461 	0.003	3582
ROYSTER	7,461 	0.003	3583
OREILLY	7,461 	0.003	3584
MUIR	7,461 	0.003	3585
MOREHEAD	7,461 	0.003	3586
LUSTER	7,461 	0.003	3587
KINGSLEY	7,461 	0.003	3588
KELSO	7,461 	0.003	3589
GRISHAM	7,461 	0.003	3590
GLYNN	7,461 	0.003	3591
BAUMANN	7,461 	0.003	3592
ALVES	7,461 	0.003	3593
YOUNT	7,461 	0.003	3594
TAMAYO	7,461 	0.003	3595
TAM	7,461 	0.003	3596
PATERSON	7,461 	0.003	3597
OATES	7,461 	0.003	3598
MENENDEZ	7,461 	0.003	3599
LONGO	7,461 	0.003	3600
HARGIS	7,461 	0.003	3601
GREENLEE	7,461 	0.003	3602
GILLEN	7,461 	0.003	3603
DESANTIS	7,461 	0.003	3604
CONOVER	7,461 	0.003	3605
BREEDLOVE	7,461 	0.003	3606
WAYNE	7,461 	0.003	3607
SUMPTER	7,461 	0.003	3608
SCHERER	7,461 	0.003	3609
RUPP	7,461 	0.003	3610
REICHERT	7,461 	0.003	3611
HEREDIA	7,461 	0.003	3612
FALLON	7,461 	0.003	3613
CREEL	7,461 	0.003	3614
COHN	7,461 	0.003	3615
CLEMMONS	7,461 	0.003	3616
CASAS	7,461 	0.003	3617
BICKFORD	7,461 	0.003	3618
BELTON	7,461 	0.003	3619
BACH	7,461 	0.003	3620
WILLIFORD	7,461 	0.003	3621
WHITCOMB	7,461 	0.003	3622
TENNANT	7,461 	0.003	3623
SUTTER	7,461 	0.003	3624
STULL	7,461 	0.003	3625
SESSIONS	7,461 	0.003	3626
MCCALLUM	7,461 	0.003	3627
MANSON	7,461 	0.003	3628
LANGLOIS	7,461 	0.003	3629
KEEL	7,461 	0.003	3630
KEEGAN	7,461 	0.003	3631
EMANUEL	7,461 	0.003	3632
DANGELO	7,461 	0.003	3633
DANCY	7,461 	0.003	3634
DAMRON	7,461 	0.003	3635
CLAPP	7,461 	0.003	3636
CLANTON	7,461 	0.003	3637
BANKSTON	7,461 	0.003	3638
TRINIDAD	7,461 	0.003	3639
OLIVEIRA	7,461 	0.003	3640
MINTZ	7,461 	0.003	3641
MCINNIS	7,461 	0.003	3642
MARTENS	7,461 	0.003	3643
MABE	7,461 	0.003	3644
LASTER	7,461 	0.003	3645
JOLLEY	7,461 	0.003	3646
IRISH	7,461 	0.003	3647
HILDRETH	7,461 	0.003	3648
HEFNER	7,461 	0.003	3649
GLASER	7,461 	0.003	3650
DUCKETT	7,461 	0.003	3651
DEMERS	7,461 	0.003	3652
BROCKMAN	7,461 	0.003	3653
BLAIS	7,461 	0.003	3654
BACK	7,461 	0.003	3655
ALCORN	7,461 	0.003	3656
AGNEW	7,461 	0.003	3657
TOLIVER	7,461 	0.003	3658
TICE	7,461 	0.003	3659
SONG	7,461 	0.003	3660
SEELEY	7,461 	0.003	3661
NAJERA	7,461 	0.003	3662
MUSSER	7,461 	0.003	3663
MCFALL	7,461 	0.003	3664
LAPLANTE	7,461 	0.003	3665
GALVIN	7,461 	0.003	3666
FAJARDO	7,461 	0.003	3667
DOAN	7,461 	0.003	3668
COYNE	7,461 	0.003	3669
COPLEY	7,461 	0.003	3670
CLAWSON	7,461 	0.003	3671
CHEUNG	7,461 	0.003	3672
BARONE	7,461 	0.003	3673
WYNNE	7,461 	0.003	3674
WOODLEY	7,461 	0.003	3675
TREMBLAY	7,461 	0.003	3676
STOLL	7,461 	0.003	3677
SPARROW	7,461 	0.003	3678
SPARKMAN	7,461 	0.003	3679
SCHWEITZER	7,461 	0.003	3680
SASSER	7,461 	0.003	3681
SAMPLES	7,461 	0.003	3682
RONEY	7,461 	0.003	3683
RAMON	7,461 	0.003	3684
LEGG	7,461 	0.003	3685
LAI	7,461 	0.003	3686
JOE	7,461 	0.003	3687
HEIM	7,461 	0.003	3688
FARIAS	7,461 	0.003	3689
CONCEPCION	7,461 	0.003	3690
COLWELL	7,461 	0.003	3691
CHRISTMAN	7,461 	0.003	3692
BRATCHER	7,461 	0.003	3693
ALBA	7,461 	0.003	3694
WINCHESTER	7,461 	0.003	3695
UPSHAW	7,461 	0.003	3696
SOUTHERLAND	7,461 	0.003	3697
SORRELL	7,461 	0.003	3698
SHAY	7,461 	0.003	3699
SELLS	7,461 	0.003	3700
MOUNT	7,461 	0.003	3701
MCCLOSKEY	7,461 	0.003	3702
MARTINDALE	7,461 	0.003	3703
LUTTRELL	7,461 	0.003	3704
LOVELESS	7,461 	0.003	3705
LOVEJOY	7,461 	0.003	3706
LINARES	7,461 	0.003	3707
LATIMER	7,461 	0.003	3708
HOLLY	7,461 	0.003	3709
EMBRY	7,461 	0.003	3710
COOMBS	7,461 	0.003	3711
BRATTON	7,461 	0.003	3712
BOSTICK	7,461 	0.003	3713
BOSS	7,461 	0.003	3714
VENABLE	7,461 	0.003	3715
TUGGLE	7,461 	0.003	3716
TORO	7,461 	0.003	3717
STAGGS	7,461 	0.003	3718
SANDLIN	7,461 	0.003	3719
JEFFERIES	7,461 	0.003	3720
HECKMAN	7,461 	0.003	3721
GRIFFIS	7,461 	0.003	3722
CRAYTON	7,461 	0.003	3723
CLEM	7,461 	0.003	3724
BUTTON	7,461 	0.003	3725
BROWDER	7,461 	0.003	3726
ALLAN	7,461 	0.003	3727
THORTON	7,461 	0.003	3728
STURGILL	7,461 	0.003	3729
SPROUSE	7,461 	0.003	3730
ROYER	7,461 	0.003	3731
ROUSSEAU	7,461 	0.003	3732
RIDENOUR	7,461 	0.003	3733
POGUE	7,461 	0.003	3734
PERALES	7,461 	0.003	3735
PEEPLES	7,461 	0.003	3736
METZLER	7,461 	0.003	3737
MESA	7,461 	0.003	3738
MCCUTCHEON	7,461 	0.003	3739
MCBEE	7,461 	0.003	3740
JAY	7,461 	0.003	3741
HORNSBY	7,461 	0.003	3742
HEFFNER	7,461 	0.003	3743
CORRIGAN	7,461 	0.003	3744
ARMIJO	7,461 	0.003	3745
VUE	7,461 	0.003	3746
ROMEO	7,461 	0.003	3747
PLANTE	7,461 	0.003	3748
PEYTON	7,461 	0.003	3749
PAREDES	7,461 	0.003	3750
MACKLIN	7,461 	0.003	3751
HUSSEY	7,461 	0.003	3752
HODGSON	7,461 	0.003	3753
GRANADOS	7,461 	0.003	3754
FRIAS	7,461 	0.003	3755
CARMAN	7,461 	0.003	3756
BRENT	7,461 	0.003	3757
BECNEL	7,461 	0.003	3758
BATTEN	7,461 	0.003	3759
ALMANZA	7,461 	0.003	3760
TURNEY	7,461 	0.003	3761
TEAL	7,461 	0.003	3762
STURGEON	7,461 	0.003	3763
MEEKER	7,461 	0.003	3764
MCDANIELS	7,461 	0.003	3765
LIMON	7,461 	0.003	3766
KEENEY	7,461 	0.003	3767
KEE	7,461 	0.003	3768
HUTTO	7,461 	0.003	3769
HOLGUIN	7,461 	0.003	3770
GORHAM	7,461 	0.003	3771
FISHMAN	7,461 	0.003	3772
FIERRO	7,461 	0.003	3773
BLANCHETTE	7,461 	0.003	3774
RODRIGUE	7,461 	0.003	3775
REDDY	7,461 	0.003	3776
OSBURN	7,461 	0.003	3777
ODEN	7,461 	0.003	3778
LERMA	7,461 	0.003	3779
KIRKWOOD	7,461 	0.003	3780
KEEFER	7,461 	0.003	3781
HAUGEN	7,461 	0.003	3782
HAMMETT	7,461 	0.003	3783
CHALMERS	7,461 	0.003	3784
CARLOS	7,461 	0.003	3785
BRINKMAN	7,461 	0.003	3786
BAUMGARTNER	7,461 	0.003	3787
ZHANG	7,461 	0.003	3788
VALERIO	7,461 	0.003	3789
TELLEZ	7,461 	0.003	3790
STEFFEN	7,461 	0.003	3791
SHUMATE	7,461 	0.003	3792
SAULS	7,461 	0.003	3793
RIPLEY	7,461 	0.003	3794
KEMPER	7,461 	0.003	3795
JACKS	7,461 	0.003	3796
GUFFEY	7,461 	0.003	3797
EVERS	7,461 	0.003	3798
CRADDOCK	7,461 	0.003	3799
CARVALHO	7,461 	0.003	3800
BLAYLOCK	7,461 	0.003	3801
BANUELOS	7,461 	0.003	3802
BALDERAS	7,461 	0.003	3803
WOODEN	7,461 	0.003	3804
WHEATON	7,461 	0.003	3805
TURNBULL	7,461 	0.003	3806
SHUMAN	7,461 	0.003	3807
POINTER	7,461 	0.003	3808
MOSIER	7,461 	0.003	3809
MCCUE	7,461 	0.003	3810
LIGON	7,461 	0.003	3811
KOZLOWSKI	7,461 	0.003	3812
JOHANSEN	7,461 	0.003	3813
INGLE	7,461 	0.003	3814
HERR	7,461 	0.003	3815
BRIONES	7,461 	0.003	3816
SOUTHERN	7,461 	0.003	3817
SNIPES	7,461 	0.003	3818
RICKMAN	7,461 	0.003	3819
PIPKIN	7,461 	0.003	3820
PEACE	7,461 	0.003	3821
PANTOJA	7,461 	0.003	3822
OROSCO	7,461 	0.003	3823
MONIZ	7,461 	0.003	3824
LAWLESS	7,461 	0.003	3825
KUNKEL	7,461 	0.003	3826
HIBBARD	7,461 	0.003	3827
GALARZA	7,461 	0.003	3828
ENOS	7,461 	0.003	3829
BUSSEY	7,461 	0.003	3830
SETTLE	7,461 	0.003	3831
SCHOTT	7,461 	0.003	3832
SALCIDO	7,461 	0.003	3833
PERREAULT	7,461 	0.003	3834
MCDOUGAL	7,461 	0.003	3835
MCCOOL	7,461 	0.003	3836
HAIGHT	7,461 	0.003	3837
GARRIS	7,461 	0.003	3838
FERRY	7,461 	0.003	3839
EASTON	7,461 	0.003	3840
CONYERS	7,461 	0.003	3841
ATHERTON	7,461 	0.003	3842
WIMBERLY	7,461 	0.003	3843
UTLEY	7,461 	0.003	3844
STEPHEN	7,461 	0.003	3845
SPELLMAN	7,461 	0.003	3846
SMITHSON	7,461 	0.003	3847
SLAGLE	7,461 	0.003	3848
SKIPPER	7,461 	0.003	3849
RITCHEY	7,461 	0.003	3850
RAND	7,461 	0.003	3851
PETIT	7,461 	0.003	3852
OSULLIVAN	7,461 	0.003	3853
OAKS	7,461 	0.003	3854
NUTT	7,461 	0.003	3855
MCVAY	7,461 	0.003	3856
MCCREARY	7,461 	0.003	3857
MAYHEW	7,461 	0.003	3858
KNOLL	7,461 	0.003	3859
JEWETT	7,461 	0.003	3860
HARWOOD	7,461 	0.003	3861
HAILEY	7,461 	0.003	3862
CARDOZA	7,461 	0.003	3863
ASHE	7,461 	0.003	3864
ARRIAGA	7,461 	0.003	3865
ANDRES	7,461 	0.003	3866
ZELLER	7,461 	0.003	3867
WIRTH	7,461 	0.003	3868
WHITMIRE	7,461 	0.003	3869
STAUFFER	7,461 	0.003	3870
SPRING	7,461 	0.003	3871
ROUNTREE	7,461 	0.003	3872
REDDEN	7,461 	0.003	3873
MCCAFFREY	7,461 	0.003	3874
MARTZ	7,461 	0.003	3875
LOVING	7,461 	0.003	3876
LAROSE	7,461 	0.003	3877
LANGDON	7,461 	0.003	3878
HUMES	7,461 	0.003	3879
GASKIN	7,461 	0.003	3880
FABER	7,461 	0.003	3881
DOLL	7,461 	0.003	3882
DEVITO	7,461 	0.003	3883
CASS	7,461 	0.003	3884
ALMOND	7,461 	0.003	3885
WINGFIELD	7,461 	0.003	3886
WINGATE	7,461 	0.003	3887
VILLAREAL	7,461 	0.003	3888
TYNER	7,461 	0.003	3889
SMOTHERS	7,461 	0.003	3890
SEVERSON	7,461 	0.003	3891
RENO	7,461 	0.003	3892
PENNELL	7,461 	0.003	3893
MAUPIN	7,461 	0.003	3894
LEIGHTON	7,461 	0.003	3895
JANSSEN	7,461 	0.003	3896
HASSELL	7,461 	0.003	3897
HALLMAN	7,461 	0.003	3898
HALCOMB	7,461 	0.003	3899
FOLSE	7,461 	0.003	3900
FITZSIMMONS	7,461 	0.003	3901
FAHEY	7,461 	0.003	3902
CRANFORD	7,461 	0.003	3903
BOLEN	7,461 	0.003	3904
